 iteration        1/    1000 | consumed samples:         1024 | consumed tokens:       262144 | elapsed time per iteration (ms): 83781.7 | learning rate: 6.000E-05 | global batch size:  1024 | lm loss: 1.082687E+01 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.222 | tokens per gpu per second (tgs): 1564.447 | TFLOPs: 1.35 |
 iteration      630/    1000 | consumed samples:       645120 | consumed tokens:    165150720 | elapsed time per iteration (ms): 81594.3 | learning rate: 2.228E-05 | global batch size:  1024 | lm loss: 6.438274E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.550 | tokens per gpu per second (tgs): 1606.386 | TFLOPs: 1.38 |
 iteration      631/    1000 | consumed samples:       646144 | consumed tokens:    165412864 | elapsed time per iteration (ms): 81573.4 | learning rate: 2.220E-05 | global batch size:  1024 | lm loss: 6.407198E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.553 | tokens per gpu per second (tgs): 1606.799 | TFLOPs: 1.38 |
 iteration      632/    1000 | consumed samples:       647168 | consumed tokens:    165675008 | elapsed time per iteration (ms): 81660.2 | learning rate: 2.212E-05 | global batch size:  1024 | lm loss: 6.381635E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.540 | tokens per gpu per second (tgs): 1605.090 | TFLOPs: 1.38 |
 iteration      633/    1000 | consumed samples:       648192 | consumed tokens:    165937152 | elapsed time per iteration (ms): 81686.2 | learning rate: 2.204E-05 | global batch size:  1024 | lm loss: 6.410051E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.536 | tokens per gpu per second (tgs): 1604.580 | TFLOPs: 1.38 |
 iteration      634/    1000 | consumed samples:       649216 | consumed tokens:    166199296 | elapsed time per iteration (ms): 81580.2 | learning rate: 2.197E-05 | global batch size:  1024 | lm loss: 6.402233E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.552 | tokens per gpu per second (tgs): 1606.664 | TFLOPs: 1.38 |
 iteration      635/    1000 | consumed samples:       650240 | consumed tokens:    166461440 | elapsed time per iteration (ms): 81737.2 | learning rate: 2.189E-05 | global batch size:  1024 | lm loss: 6.411704E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.528 | tokens per gpu per second (tgs): 1603.578 | TFLOPs: 1.38 |
 iteration      636/    1000 | consumed samples:       651264 | consumed tokens:    166723584 | elapsed time per iteration (ms): 81921.0 | learning rate: 2.181E-05 | global batch size:  1024 | lm loss: 6.386772E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.500 | tokens per gpu per second (tgs): 1599.981 | TFLOPs: 1.38 |
 iteration      637/    1000 | consumed samples:       652288 | consumed tokens:    166985728 | elapsed time per iteration (ms): 81886.0 | learning rate: 2.173E-05 | global batch size:  1024 | lm loss: 6.411103E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.505 | tokens per gpu per second (tgs): 1600.664 | TFLOPs: 1.38 |
 iteration      638/    1000 | consumed samples:       653312 | consumed tokens:    167247872 | elapsed time per iteration (ms): 81992.0 | learning rate: 2.166E-05 | global batch size:  1024 | lm loss: 6.415078E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.489 | tokens per gpu per second (tgs): 1598.594 | TFLOPs: 1.38 |
 iteration      639/    1000 | consumed samples:       654336 | consumed tokens:    167510016 | elapsed time per iteration (ms): 82027.8 | learning rate: 2.158E-05 | global batch size:  1024 | lm loss: 6.445017E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.484 | tokens per gpu per second (tgs): 1597.898 | TFLOPs: 1.37 |
 iteration      640/    1000 | consumed samples:       655360 | consumed tokens:    167772160 | elapsed time per iteration (ms): 81893.1 | learning rate: 2.150E-05 | global batch size:  1024 | lm loss: 6.411435E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.504 | tokens per gpu per second (tgs): 1600.525 | TFLOPs: 1.38 |
 iteration      641/    1000 | consumed samples:       656384 | consumed tokens:    168034304 | elapsed time per iteration (ms): 81703.3 | learning rate: 2.143E-05 | global batch size:  1024 | lm loss: 6.398669E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.533 | tokens per gpu per second (tgs): 1604.244 | TFLOPs: 1.38 |
 iteration      642/    1000 | consumed samples:       657408 | consumed tokens:    168296448 | elapsed time per iteration (ms): 81456.8 | learning rate: 2.135E-05 | global batch size:  1024 | lm loss: 6.389035E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.571 | tokens per gpu per second (tgs): 1609.099 | TFLOPs: 1.38 |
 iteration      643/    1000 | consumed samples:       658432 | consumed tokens:    168558592 | elapsed time per iteration (ms): 81715.6 | learning rate: 2.127E-05 | global batch size:  1024 | lm loss: 6.358057E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.531 | tokens per gpu per second (tgs): 1604.002 | TFLOPs: 1.38 |
 iteration      644/    1000 | consumed samples:       659456 | consumed tokens:    168820736 | elapsed time per iteration (ms): 81948.7 | learning rate: 2.120E-05 | global batch size:  1024 | lm loss: 6.428704E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.496 | tokens per gpu per second (tgs): 1599.439 | TFLOPs: 1.38 |
 iteration      645/    1000 | consumed samples:       660480 | consumed tokens:    169082880 | elapsed time per iteration (ms): 81953.8 | learning rate: 2.112E-05 | global batch size:  1024 | lm loss: 6.431906E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.495 | tokens per gpu per second (tgs): 1599.340 | TFLOPs: 1.38 |
 iteration      646/    1000 | consumed samples:       661504 | consumed tokens:    169345024 | elapsed time per iteration (ms): 81782.7 | learning rate: 2.105E-05 | global batch size:  1024 | lm loss: 6.425169E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.521 | tokens per gpu per second (tgs): 1602.686 | TFLOPs: 1.38 |
 iteration      647/    1000 | consumed samples:       662528 | consumed tokens:    169607168 | elapsed time per iteration (ms): 81967.2 | learning rate: 2.097E-05 | global batch size:  1024 | lm loss: 6.406842E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.493 | tokens per gpu per second (tgs): 1599.078 | TFLOPs: 1.38 |
 iteration      648/    1000 | consumed samples:       663552 | consumed tokens:    169869312 | elapsed time per iteration (ms): 81822.7 | learning rate: 2.089E-05 | global batch size:  1024 | lm loss: 6.440129E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.515 | tokens per gpu per second (tgs): 1601.902 | TFLOPs: 1.38 |
 iteration      649/    1000 | consumed samples:       664576 | consumed tokens:    170131456 | elapsed time per iteration (ms): 81918.6 | learning rate: 2.082E-05 | global batch size:  1024 | lm loss: 6.400928E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.500 | tokens per gpu per second (tgs): 1600.027 | TFLOPs: 1.38 |
 iteration      650/    1000 | consumed samples:       665600 | consumed tokens:    170393600 | elapsed time per iteration (ms): 81603.5 | learning rate: 2.074E-05 | global batch size:  1024 | lm loss: 6.380471E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.548 | tokens per gpu per second (tgs): 1606.206 | TFLOPs: 1.38 |
 iteration      651/    1000 | consumed samples:       666624 | consumed tokens:    170655744 | elapsed time per iteration (ms): 81829.2 | learning rate: 2.067E-05 | global batch size:  1024 | lm loss: 6.408251E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.514 | tokens per gpu per second (tgs): 1601.775 | TFLOPs: 1.38 |
 iteration      652/    1000 | consumed samples:       667648 | consumed tokens:    170917888 | elapsed time per iteration (ms): 81761.0 | learning rate: 2.059E-05 | global batch size:  1024 | lm loss: 6.388183E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.524 | tokens per gpu per second (tgs): 1603.112 | TFLOPs: 1.38 |
 iteration      653/    1000 | consumed samples:       668672 | consumed tokens:    171180032 | elapsed time per iteration (ms): 81544.1 | learning rate: 2.052E-05 | global batch size:  1024 | lm loss: 6.416955E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.558 | tokens per gpu per second (tgs): 1607.375 | TFLOPs: 1.38 |
 iteration      654/    1000 | consumed samples:       669696 | consumed tokens:    171442176 | elapsed time per iteration (ms): 81720.7 | learning rate: 2.044E-05 | global batch size:  1024 | lm loss: 6.424696E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.530 | tokens per gpu per second (tgs): 1603.902 | TFLOPs: 1.38 |
 iteration      655/    1000 | consumed samples:       670720 | consumed tokens:    171704320 | elapsed time per iteration (ms): 82034.7 | learning rate: 2.037E-05 | global batch size:  1024 | lm loss: 6.407695E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.483 | tokens per gpu per second (tgs): 1597.762 | TFLOPs: 1.37 |
 iteration      656/    1000 | consumed samples:       671744 | consumed tokens:    171966464 | elapsed time per iteration (ms): 81798.4 | learning rate: 2.029E-05 | global batch size:  1024 | lm loss: 6.417894E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.519 | tokens per gpu per second (tgs): 1602.378 | TFLOPs: 1.38 |
 iteration      657/    1000 | consumed samples:       672768 | consumed tokens:    172228608 | elapsed time per iteration (ms): 82214.9 | learning rate: 2.022E-05 | global batch size:  1024 | lm loss: 6.360423E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.455 | tokens per gpu per second (tgs): 1594.262 | TFLOPs: 1.37 |
 iteration      658/    1000 | consumed samples:       673792 | consumed tokens:    172490752 | elapsed time per iteration (ms): 81910.2 | learning rate: 2.014E-05 | global batch size:  1024 | lm loss: 6.399806E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.501 | tokens per gpu per second (tgs): 1600.191 | TFLOPs: 1.38 |
 iteration      659/    1000 | consumed samples:       674816 | consumed tokens:    172752896 | elapsed time per iteration (ms): 81969.3 | learning rate: 2.007E-05 | global batch size:  1024 | lm loss: 6.359807E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.492 | tokens per gpu per second (tgs): 1599.037 | TFLOPs: 1.38 |
 iteration      660/    1000 | consumed samples:       675840 | consumed tokens:    173015040 | elapsed time per iteration (ms): 81766.7 | learning rate: 1.999E-05 | global batch size:  1024 | lm loss: 6.378081E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.523 | tokens per gpu per second (tgs): 1603.000 | TFLOPs: 1.38 |
 iteration      661/    1000 | consumed samples:       676864 | consumed tokens:    173277184 | elapsed time per iteration (ms): 81943.2 | learning rate: 1.992E-05 | global batch size:  1024 | lm loss: 6.400631E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.496 | tokens per gpu per second (tgs): 1599.547 | TFLOPs: 1.38 |
 iteration      662/    1000 | consumed samples:       677888 | consumed tokens:    173539328 | elapsed time per iteration (ms): 81760.4 | learning rate: 1.984E-05 | global batch size:  1024 | lm loss: 6.417715E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.524 | tokens per gpu per second (tgs): 1603.124 | TFLOPs: 1.38 |
 iteration      663/    1000 | consumed samples:       678912 | consumed tokens:    173801472 | elapsed time per iteration (ms): 81695.4 | learning rate: 1.977E-05 | global batch size:  1024 | lm loss: 6.393115E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.534 | tokens per gpu per second (tgs): 1604.399 | TFLOPs: 1.38 |
 iteration      664/    1000 | consumed samples:       679936 | consumed tokens:    174063616 | elapsed time per iteration (ms): 81555.3 | learning rate: 1.970E-05 | global batch size:  1024 | lm loss: 6.388476E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.556 | tokens per gpu per second (tgs): 1607.154 | TFLOPs: 1.38 |
 iteration      665/    1000 | consumed samples:       680960 | consumed tokens:    174325760 | elapsed time per iteration (ms): 81920.1 | learning rate: 1.962E-05 | global batch size:  1024 | lm loss: 6.370738E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.500 | tokens per gpu per second (tgs): 1599.997 | TFLOPs: 1.38 |
